exp_name,relation,relation_expected,relation_actual,relation_source,placement_valid,placement_warning,condition_id,repeat_id,offline_type,offline_param,offline_label,spec_size,spec_copies,clients_per_thread,client_test_time,client_warmup_time,prewarm_rounds,prewarm_clients,prewarm_test_time,recovery_prewarm_rounds,recovery_prewarm_test_time,server_cpuset,server_mems,loadgen_cpuset,loadgen_mems,offline_cpuset,offline_mems,baseline_condition_id,baseline_qps,baseline_p99_ms,qps,qps_degradation_pct,gets_p99_ms,p99_slowdown,run_dir,client_json,notes
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,ibench_membw_w8,1,ibench_membw,8,w8,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_none,178550.37,92.159,161609.78,9.49,101.887,1.106,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/ibench_membw_w8_repeat_1.json,
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,baseline_after_membw,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_after_membw,178955.22,92.159,178955.22,0.00,92.159,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/baseline_after_membw_repeat_1.json,
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,ibench_l3_w8,1,ibench_l3,8,w8,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_after_membw,178955.22,92.159,110910.46,38.02,148.479,1.611,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/ibench_l3_w8_repeat_1.json,
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,baseline_after_l3,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_after_l3,178920.99,92.159,178920.99,0.00,92.159,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/baseline_after_l3_repeat_1.json,
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,spec_mcf_ref_c8,1,spec_mcf,none,ref_c8,ref,8,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_after_l3,178920.99,92.159,172880.99,3.38,95.231,1.033,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/spec_mcf_ref_c8_repeat_1.json,
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,baseline_after_mcf,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_after_mcf,178266.38,92.671,178266.38,0.00,92.671,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/baseline_after_mcf_repeat_1.json,
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,spec_lbm_ref_c8,1,spec_lbm,none,ref_c8,ref,8,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_after_mcf,178266.38,92.671,149972.14,15.87,109.055,1.177,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/spec_lbm_ref_c8_repeat_1.json,
stage1_sail3090_same_numa,same_numa,same_numa,same_numa,actual,1,,baseline_final,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"16,17,18,19,20,21,22,23",0,baseline_final,178639.36,92.159,178639.36,0.00,92.159,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_numa_20260528_145955/parsed/baseline_final_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,baseline_none,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_none,179157.99,92.159,179157.99,0.00,92.159,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/baseline_none_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,ibench_membw_w8,1,ibench_membw,8,w8,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_none,179157.99,92.159,138369.41,22.77,118.271,1.283,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/ibench_membw_w8_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,baseline_after_membw,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_after_membw,178080.67,92.671,178080.67,0.00,92.671,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/baseline_after_membw_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,ibench_l3_w8,1,ibench_l3,8,w8,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_after_membw,178080.67,92.671,83942.15,52.86,196.607,2.122,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/ibench_l3_w8_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,baseline_after_l3,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_after_l3,178377.41,92.159,178377.41,0.00,92.159,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/baseline_after_l3_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,spec_mcf_ref_c8,1,spec_mcf,none,ref_c8,ref,8,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_after_l3,178377.41,92.159,149009.92,16.46,110.591,1.200,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/spec_mcf_ref_c8_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,baseline_after_mcf,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_after_mcf,178282.65,92.159,178282.65,0.00,92.159,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/baseline_after_mcf_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,spec_lbm_ref_c8,1,spec_lbm,none,ref_c8,ref,8,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_after_mcf,178282.65,92.159,131458.16,26.26,124.415,1.350,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/spec_lbm_ref_c8_repeat_1.json,
stage1_sail3090_same_smt,same_smt,same_smt,same_smt,actual,1,,baseline_final,1,none,none,none,,,900,60,120,8,900,60,0,0,"0,1,2,3,4,5,6,7",0,"32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",1,"64,65,66,67,68,69,70,71",0,baseline_final,176329.03,93.183,176329.03,0.00,93.183,1.000,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034,/home/lilinzhen/colocate_lab/results/cbs/stage1_sail3090_same_smt_20260528_191034/parsed/baseline_final_repeat_1.json,
